Metric,Value
Total_Images,1483
Top-1_Accuracy,0.7087
Top-5_Accuracy,0.7539
Macro_Precision,0.9317
Macro_Recall,0.7089
Total_Time_Seconds,159.64
Avg_Time_Per_Query_ms,107.65

file_name,true_id,pred_top1_id,top_5_ids,is_top1_correct,is_top5_correct
11__M_Right_little_finger_Obl.BMP,11,11,"11, 194, 54, 63, 176",True,True
11__M_Right_little_finger_Zcut.BMP,11,11,"11, 132, 54, 30, 267",True,True
11__M_Right_middle_finger_CR.BMP,11,161,"161, 184, 189, 201, 169",False,False
11__M_Right_middle_finger_Obl.BMP,11,11,"11, 52, 212, 287, 161",True,True
11__M_Right_middle_finger_Zcut.BMP,11,201,"201, 184, 189, 161, 83",False,False
11__M_Right_ring_finger_CR.BMP,11,93,"93, 208, 269, 271, 43",False,False
11__M_Right_ring_finger_Obl.BMP,11,286,"286, 125, 93, 280, 272",False,False
11__M_Right_ring_finger_Zcut.BMP,11,93,"93, 269, 271, 208, 56",False,False
11__M_Right_thumb_finger_CR.BMP,11,11,"11, 220, 198, 100, 199",True,True
11__M_Right_thumb_finger_Obl.BMP,11,11,"11, 100, 224, 137, 29",True,True
11__M_Right_thumb_finger_Zcut.BMP,11,194,"194, 276, 164, 68, 243",False,False
12__M_Left_index_finger_CR.BMP,12,12,"12, 211, 247, 119, 263",True,True
12__M_Left_index_finger_Obl.BMP,12,84,"84, 295, 20, 17, 168",False,False
12__M_Left_index_finger_Zcut.BMP,12,12,"12, 119, 263, 131, 25",True,True
12__M_Left_little_finger_CR.BMP,12,257,"257, 47, 13, 297, 163",False,False
12__M_Left_little_finger_Obl.BMP,12,225,"225, 105, 121, 243, 189",False,False
12__M_Left_little_finger_Zcut.BMP,12,47,"47, 13, 257, 125, 258",False,False
12__M_Left_middle_finger_CR.BMP,12,62,"62, 12, 176, 181, 194",False,True
12__M_Left_middle_finger_Obl.BMP,12,12,"12, 112, 299, 143, 143",True,True
12__M_Left_middle_finger_Zcut.BMP,12,12,"12, 112, 143, 143, 105",True,True
12__M_Left_ring_finger_CR.BMP,12,60,"60, 113, 6, 286, 177",False,False
12__M_Left_ring_finger_Obl.BMP,12,38,"38, 93, 119, 163, 145",False,False
12__M_Left_ring_finger_Zcut.BMP,12,181,"181, 253, 20, 280, 194",False,False
12__M_Left_thumb_finger_CR.BMP,12,12,"12, 197, 76, 35, 134",True,True
12__M_Left_thumb_finger_Obl.BMP,12,256,"256, 295, 192, 6, 70",False,False
12__M_Left_thumb_finger_Zcut.BMP,12,12,"12, 197, 76, 35, 134",True,True
12__M_Right_index_finger_CR.BMP,12,12,"12, 256, 291, 85, 49",True,True
12__M_Right_index_finger_Obl.BMP,12,12,"12, 256, 49, 291, 85",True,True
12__M_Right_index_finger_Zcut.BMP,12,12,"12, 256, 85, 291, 49",True,True
12__M_Right_little_finger_CR.BMP,12,89,"89, 198, 283, 247, 125",False,False
12__M_Right_little_finger_Obl.BMP,12,12,"12, 198, 189, 122, 71",True,True
12__M_Right_little_finger_Zcut.BMP,12,189,"189, 266, 148, 90, 287",False,False
12__M_Right_middle_finger_CR.BMP,12,189,"189, 148, 287, 24, 266",False,False
12__M_Right_middle_finger_Obl.BMP,12,148,"148, 24, 189, 287, 266",False,False
12__M_Right_middle_finger_Zcut.BMP,12,189,"189, 148, 287, 24, 266",False,False
12__M_Right_ring_finger_CR.BMP,12,81,"81, 263, 295, 252, 103",False,False
12__M_Right_ring_finger_Obl.BMP,12,12,"12, 279, 65, 112, 45",True,True
12__M_Right_ring_finger_Zcut.BMP,12,12,"12, 279, 45, 65, 112",True,True
12__M_Right_thumb_finger_CR.BMP,12,12,"12, 267, 80, 199, 97",True,True
12__M_Right_thumb_finger_Obl.BMP,12,12,"12, 199, 80, 267, 113",True,True
12__M_Right_thumb_finger_Zcut.BMP,12,12,"12, 80, 199, 267, 97",True,True
13__F_Left_index_finger_CR.BMP,13,13,"13, 163, 125, 152, 280",True,True
13__F_Left_index_finger_Obl.BMP,13,13,"13, 125, 280, 163, 276",True,True
13__F_Left_index_finger_Zcut.BMP,13,13,"13, 163, 125, 280, 79",True,True
13__F_Left_little_finger_CR.BMP,13,13,"13, 96, 300, 289, 42",True,True
13__F_Left_little_finger_Obl.BMP,13,13,"13, 96, 289, 42, 32",True,True
13__F_Left_little_finger_Zcut.BMP,13,14,"14, 245, 179, 2, 184",False,False
13__F_Left_middle_finger_CR.BMP,13,13,"13, 36, 94, 33, 239",True,True
13__F_Left_middle_finger_Obl.BMP,13,13,"13, 152, 38, 87, 104",True,True
13__F_Left_middle_finger_Zcut.BMP,13,13,"13, 152, 281, 38, 38",True,True
13__F_Left_ring_finger_CR.BMP,13,266,"266, 241, 192, 241, 266",False,False
13__F_Left_ring_finger_Obl.BMP,13,13,"13, 43, 163, 272, 38",True,True
13__F_Left_ring_finger_Zcut.BMP,13,13,"13, 43, 210, 131, 38",True,True
13__F_Left_thumb_finger_CR.BMP,13,213,"213, 172, 299, 272, 6",False,False
13__F_Left_thumb_finger_Obl.BMP,13,13,"13, 296, 272, 6, 191",True,True
13__F_Left_thumb_finger_Zcut.BMP,13,213,"213, 272, 6, 172, 299",False,False
13__F_Right_index_finger_CR.BMP,13,13,"13, 235, 1, 168, 58",True,True
13__F_Right_index_finger_Obl.BMP,13,13,"13, 1, 46, 35, 78",True,True
13__F_Right_index_finger_Zcut.BMP,13,143,"143, 208, 130, 256, 237",False,False
13__F_Right_little_finger_CR.BMP,13,97,"97, 126, 96, 30, 141",False,False
13__F_Right_little_finger_Obl.BMP,13,105,"105, 174, 37, 296, 51",False,False
13__F_Right_little_finger_Zcut.BMP,13,16,"16, 168, 37, 296, 117",False,False
13__F_Right_middle_finger_CR.BMP,13,13,"13, 64, 203, 219, 249",True,True
13__F_Right_middle_finger_Obl.BMP,13,2,"2, 152, 9, 5, 260",False,False
13__F_Right_middle_finger_Zcut.BMP,13,13,"13, 64, 203, 219, 249",True,True
13__F_Right_ring_finger_CR.BMP,13,13,"13, 106, 122, 45, 91",True,True
13__F_Right_ring_finger_Obl.BMP,13,13,"13, 106, 91, 87, 45",True,True
13__F_Right_ring_finger_Zcut.BMP,13,13,"13, 106, 91, 87, 45",True,True
13__F_Right_thumb_finger_CR.BMP,13,293,"293, 13, 73, 61, 42",False,True
13__F_Right_thumb_finger_Obl.BMP,13,13,"13, 10, 70, 184, 293",True,True
13__F_Right_thumb_finger_Zcut.BMP,13,13,"13, 10, 88, 70, 181",True,True
14__M_Left_index_finger_CR.BMP,14,14,"14, 280, 77, 90, 290",True,True
14__M_Left_index_finger_Obl.BMP,14,14,"14, 20, 293, 109, 77",True,True
14__M_Left_index_finger_Zcut.BMP,14,14,"14, 77, 293, 90, 18",True,True
14__M_Left_little_finger_CR.BMP,14,14,"14, 247, 268, 269, 160",True,True
14__M_Left_little_finger_Obl.BMP,14,14,"14, 268, 163, 247, 269",True,True
14__M_Left_little_finger_Zcut.BMP,14,14,"14, 247, 268, 269, 160",True,True
14__M_Left_middle_finger_CR.BMP,14,14,"14, 129, 293, 296, 82",True,True
14__M_Left_middle_finger_Obl.BMP,14,13,"13, 284, 163, 280, 93",False,False
14__M_Left_middle_finger_Zcut.BMP,14,14,"14, 296, 129, 146, 293",True,True
14__M_Left_ring_finger_CR.BMP,14,14,"14, 184, 2, 245, 1",True,True
14__M_Left_ring_finger_Obl.BMP,14,13,"13, 222, 74, 42, 96",False,False
14__M_Left_ring_finger_Zcut.BMP,14,14,"14, 184, 245, 2, 1",True,True
14__M_Left_thumb_finger_CR.BMP,14,14,"14, 293, 122, 208, 151",True,True
14__M_Left_thumb_finger_Obl.BMP,14,14,"14, 293, 208, 122, 8",True,True
14__M_Left_thumb_finger_Zcut.BMP,14,14,"14, 293, 122, 208, 151",True,True
14__M_Right_index_finger_CR.BMP,14,128,"128, 161, 14, 218, 57",False,True
14__M_Right_index_finger_Obl.BMP,14,276,"276, 199, 161, 100, 233",False,False
14__M_Right_index_finger_Zcut.BMP,14,14,"14, 294, 139, 52, 208",True,True
14__M_Right_little_finger_CR.BMP,14,50,"50, 138, 14, 242, 295",False,True
14__M_Right_little_finger_Obl.BMP,14,14,"14, 70, 295, 275, 50",True,True
14__M_Right_little_finger_Zcut.BMP,14,14,"14, 70, 275, 50, 295",True,True
14__M_Right_middle_finger_CR.BMP,14,14,"14, 64, 1, 25, 59",True,True
14__M_Right_middle_finger_Obl.BMP,14,14,"14, 64, 1, 59, 25",True,True
14__M_Right_middle_finger_Zcut.BMP,14,14,"14, 64, 1, 59, 25",True,True
14__M_Right_ring_finger_CR.BMP,14,124,"124, 120, 23, 59, 122",False,False
14__M_Right_ring_finger_Obl.BMP,14,14,"14, 256, 146, 22, 170",True,True
14__M_Right_ring_finger_Zcut.BMP,14,124,"124, 23, 120, 59, 69",False,False
14__M_Right_thumb_finger_CR.BMP,14,14,"14, 26, 254, 170, 181",True,True
14__M_Right_thumb_finger_Obl.BMP,14,14,"14, 170, 70, 26, 254",True,True
14__M_Right_thumb_finger_Zcut.BMP,14,14,"14, 26, 254, 170, 181",True,True
15__F_Left_index_finger_CR.BMP,15,15,"15, 44, 47, 48, 254",True,True
15__F_Left_index_finger_Obl.BMP,15,113,"113, 131, 198, 286, 177",False,False
15__F_Left_index_finger_Zcut.BMP,15,15,"15, 44, 47, 48, 213",True,True
15__F_Left_little_finger_CR.BMP,15,15,"15, 37, 82, 259, 49",True,True
15__F_Left_little_finger_Obl.BMP,15,22,"22, 120, 269, 82, 292",False,False
15__F_Left_little_finger_Zcut.BMP,15,15,"15, 37, 49, 259, 142",True,True
15__F_Left_middle_finger_CR.BMP,15,15,"15, 87, 249, 147, 142",True,True
15__F_Left_middle_finger_Obl.BMP,15,15,"15, 87, 240, 142, 249",True,True
15__F_Left_middle_finger_Zcut.BMP,15,207,"207, 280, 211, 13, 284",False,False
15__F_Left_ring_finger_CR.BMP,15,15,"15, 65, 207, 137, 166",True,True
15__F_Left_ring_finger_Obl.BMP,15,144,"144, 15, 207, 33, 177",False,True
15__F_Left_ring_finger_Zcut.BMP,15,15,"15, 65, 137, 207, 82",True,True
15__F_Left_thumb_finger_CR.BMP,15,15,"15, 66, 74, 151, 79",True,True
15__F_Left_thumb_finger_Obl.BMP,15,15,"15, 143, 74, 79, 66",True,True
15__F_Left_thumb_finger_Zcut.BMP,15,79,"79, 128, 87, 131, 40",False,False
15__F_Right_index_finger_CR.BMP,15,113,"113, 241, 286, 199, 19",False,False
15__F_Right_index_finger_Obl.BMP,15,113,"113, 286, 241, 19, 199",False,False
15__F_Right_index_finger_Zcut.BMP,15,15,"15, 196, 220, 287, 47",True,True
15__F_Right_little_finger_CR.BMP,15,67,"67, 15, 252, 268, 78",False,True
15__F_Right_little_finger_Obl.BMP,15,153,"153, 239, 169, 60, 275",False,False
15__F_Right_little_finger_Zcut.BMP,15,15,"15, 67, 252, 261, 267",True,True
15__F_Right_middle_finger_CR.BMP,15,60,"60, 99, 121, 33, 298",False,False
15__F_Right_middle_finger_Obl.BMP,15,15,"15, 137, 207, 217, 162",True,True
15__F_Right_middle_finger_Zcut.BMP,15,15,"15, 137, 217, 65, 166",True,True
15__F_Right_ring_finger_CR.BMP,15,15,"15, 9, 116, 122, 160",True,True
15__F_Right_ring_finger_Obl.BMP,15,15,"15, 9, 116, 122, 160",True,True
15__F_Right_ring_finger_Zcut.BMP,15,15,"15, 9, 116, 122, 160",True,True
15__F_Right_thumb_finger_CR.BMP,15,15,"15, 281, 259, 1, 293",True,True
15__F_Right_thumb_finger_Obl.BMP,15,15,"15, 281, 1, 259, 293",True,True
15__F_Right_thumb_finger_Zcut.BMP,15,15,"15, 250, 281, 1, 259",True,True
16__M_Left_index_finger_CR.BMP,16,16,"16, 253, 251, 145, 291",True,True
16__M_Left_index_finger_Obl.BMP,16,16,"16, 253, 251, 145, 291",True,True
16__M_Left_index_finger_Zcut.BMP,16,16,"16, 253, 251, 145, 291",True,True
16__M_Left_little_finger_CR.BMP,16,16,"16, 22, 37, 208, 16",True,True
16__M_Left_little_finger_Obl.BMP,16,269,"269, 269, 125, 35, 56",False,False
16__M_Left_middle_finger_CR.BMP,16,16,"16, 60, 121, 112, 34",True,True
16__M_Left_middle_finger_Obl.BMP,16,16,"16, 60, 34, 121, 112",True,True
16__M_Left_middle_finger_Zcut.BMP,16,16,"16, 121, 60, 112, 166",True,True
16__M_Left_ring_finger_Obl.BMP,16,93,"93, 38, 89, 289, 140",False,False
16__M_Left_thumb_finger_CR.BMP,16,152,"152, 60, 38, 121, 75",False,False
16__M_Left_thumb_finger_Obl.BMP,16,16,"16, 8, 82, 84, 8",True,True
16__M_Left_thumb_finger_Zcut.BMP,16,16,"16, 117, 82, 220, 133",True,True
16__M_Right_index_finger_CR.BMP,16,227,"227, 154, 154, 5, 40",False,False
16__M_Right_index_finger_Obl.BMP,16,227,"227, 154, 38, 5, 299",False,False
16__M_Right_index_finger_Zcut.BMP,16,16,"16, 117, 25, 122, 293",True,True
16__M_Right_little_finger_Obl.BMP,16,16,"16, 168, 202, 80, 166",True,True
16__M_Right_middle_finger_Obl.BMP,16,16,"16, 87, 168, 79, 61",True,True
16__M_Right_ring_finger_Obl.BMP,16,16,"16, 137, 146, 269, 178",True,True
16__M_Right_thumb_finger_CR.BMP,16,16,"16, 173, 43, 103, 180",True,True
16__M_Right_thumb_finger_Obl.BMP,16,16,"16, 173, 43, 103, 180",True,True
16__M_Right_thumb_finger_Zcut.BMP,16,16,"16, 173, 43, 180, 103",True,True
17__M_Left_index_finger_CR.BMP,17,17,"17, 33, 18, 134, 261",True,True
17__M_Left_index_finger_Obl.BMP,17,284,"284, 257, 284, 276, 38",False,False
17__M_Left_index_finger_Zcut.BMP,17,17,"17, 33, 261, 134, 18",True,True
17__M_Left_little_finger_CR.BMP,17,17,"17, 300, 38, 25, 293",True,True
17__M_Left_little_finger_Obl.BMP,17,279,"279, 276, 297, 17, 258",False,True
17__M_Left_little_finger_Zcut.BMP,17,17,"17, 300, 38, 297, 74",True,True
17__M_Left_middle_finger_CR.BMP,17,4,"4, 262, 260, 4, 76",False,False
17__M_Left_middle_finger_Obl.BMP,17,4,"4, 260, 262, 4, 76",False,False
17__M_Left_middle_finger_Zcut.BMP,17,4,"4, 76, 17, 246, 233",False,True
17__M_Left_ring_finger_CR.BMP,17,17,"17, 67, 217, 249, 207",True,True
17__M_Left_ring_finger_Obl.BMP,17,33,"33, 298, 99, 144, 32",False,False
17__M_Left_ring_finger_Zcut.BMP,17,207,"207, 33, 298, 217, 84",False,False
17__M_Left_thumb_finger_CR.BMP,17,271,"271, 167, 273, 229, 182",False,False
17__M_Left_thumb_finger_Obl.BMP,17,17,"17, 30, 281, 95, 33",True,True
17__M_Left_thumb_finger_Zcut.BMP,17,17,"17, 30, 33, 95, 258",True,True
17__M_Right_index_finger_CR.BMP,17,241,"241, 12, 107, 69, 19",False,False
17__M_Right_index_finger_Obl.BMP,17,17,"17, 153, 211, 179, 19",True,True
17__M_Right_index_finger_Zcut.BMP,17,17,"17, 153, 211, 179, 19",True,True
17__M_Right_little_finger_CR.BMP,17,17,"17, 194, 229, 286, 250",True,True
17__M_Right_little_finger_Obl.BMP,17,17,"17, 62, 286, 229, 194",True,True
17__M_Right_little_finger_Zcut.BMP,17,17,"17, 62, 229, 286, 168",True,True
17__M_Right_middle_finger_CR.BMP,17,229,"229, 134, 20, 289, 225",False,False
17__M_Right_middle_finger_Obl.BMP,17,17,"17, 285, 158, 174, 268",True,True
17__M_Right_middle_finger_Zcut.BMP,17,17,"17, 285, 284, 174, 78",True,True
17__M_Right_ring_finger_CR.BMP,17,17,"17, 55, 17, 286, 228",True,True
17__M_Right_ring_finger_Obl.BMP,17,193,"193, 17, 3, 285, 245",False,True
17__M_Right_ring_finger_Zcut.BMP,17,17,"17, 245, 3, 193, 55",True,True
17__M_Right_thumb_finger_CR.BMP,17,83,"83, 135, 145, 231, 58",False,False
17__M_Right_thumb_finger_Obl.BMP,17,17,"17, 26, 206, 298, 188",True,True
17__M_Right_thumb_finger_Zcut.BMP,17,17,"17, 26, 206, 188, 298",True,True
18__M_Left_index_finger_CR.BMP,18,18,"18, 256, 2, 145, 9",True,True
18__M_Left_index_finger_Obl.BMP,18,18,"18, 245, 179, 46, 184",True,True
18__M_Left_index_finger_Zcut.BMP,18,18,"18, 2, 256, 145, 9",True,True
18__M_Left_little_finger_CR.BMP,18,18,"18, 14, 279, 255, 102",True,True
18__M_Left_little_finger_Obl.BMP,18,18,"18, 14, 255, 102, 44",True,True
18__M_Left_little_finger_Zcut.BMP,18,18,"18, 279, 14, 255, 102",True,True
18__M_Left_middle_finger_CR.BMP,18,18,"18, 199, 125, 254, 122",True,True
18__M_Left_middle_finger_Obl.BMP,18,18,"18, 199, 125, 254, 122",True,True
18__M_Left_middle_finger_Zcut.BMP,18,18,"18, 199, 254, 125, 122",True,True
18__M_Left_ring_finger_CR.BMP,18,18,"18, 174, 230, 259, 73",True,True
18__M_Left_ring_finger_Obl.BMP,18,18,"18, 174, 230, 259, 117",True,True
18__M_Left_ring_finger_Zcut.BMP,18,18,"18, 174, 230, 259, 117",True,True
18__M_Left_thumb_finger_CR.BMP,18,18,"18, 35, 236, 175, 262",True,True
18__M_Left_thumb_finger_Obl.BMP,18,271,"271, 244, 235, 224, 251",False,False
18__M_Left_thumb_finger_Zcut.BMP,18,18,"18, 35, 236, 175, 262",True,True
18__M_Right_index_finger_CR.BMP,18,18,"18, 289, 225, 78, 169",True,True
18__M_Right_index_finger_Obl.BMP,18,18,"18, 289, 225, 169, 218",True,True
18__M_Right_index_finger_Zcut.BMP,18,18,"18, 289, 225, 78, 169",True,True
18__M_Right_little_finger_CR.BMP,18,187,"187, 91, 215, 179, 160",False,False
18__M_Right_little_finger_Obl.BMP,18,18,"18, 142, 147, 169, 175",True,True
18__M_Right_little_finger_Zcut.BMP,18,187,"187, 179, 91, 215, 160",False,False
18__M_Right_middle_finger_CR.BMP,18,18,"18, 216, 230, 286, 277",True,True
18__M_Right_middle_finger_Obl.BMP,18,18,"18, 216, 286, 230, 261",True,True
18__M_Right_middle_finger_Zcut.BMP,18,18,"18, 216, 230, 286, 277",True,True
18__M_Right_ring_finger_CR.BMP,18,83,"83, 41, 52, 138, 242",False,False
18__M_Right_ring_finger_Obl.BMP,18,18,"18, 295, 33, 255, 17",True,True
18__M_Right_ring_finger_Zcut.BMP,18,18,"18, 33, 295, 255, 134",True,True
18__M_Right_thumb_finger_CR.BMP,18,20,"20, 194, 283, 168, 62",False,False
18__M_Right_thumb_finger_Obl.BMP,18,18,"18, 109, 139, 147, 283",True,True
18__M_Right_thumb_finger_Zcut.BMP,18,18,"18, 109, 139, 283, 147",True,True
19__M_Left_index_finger_CR.BMP,19,287,"287, 47, 174, 67, 196",False,False
19__M_Left_index_finger_Obl.BMP,19,84,"84, 287, 241, 67, 47",False,False
19__M_Left_index_finger_Zcut.BMP,19,287,"287, 47, 174, 84, 67",False,False
19__M_Left_little_finger_CR.BMP,19,19,"19, 11, 208, 176, 256",True,True
19__M_Left_little_finger_Obl.BMP,19,19,"19, 11, 208, 168, 176",True,True
19__M_Left_little_finger_Zcut.BMP,19,19,"19, 11, 208, 176, 256",True,True
19__M_Left_middle_finger_CR.BMP,19,268,"268, 10, 208, 180, 180",False,False
19__M_Left_middle_finger_Obl.BMP,19,19,"19, 90, 297, 235, 19",True,True
19__M_Left_middle_finger_Zcut.BMP,19,19,"19, 90, 255, 297, 235",True,True
19__M_Left_ring_finger_CR.BMP,19,89,"89, 196, 267, 78, 163",False,False
19__M_Left_ring_finger_Obl.BMP,19,19,"19, 295, 19, 255, 110",True,True
19__M_Left_ring_finger_Zcut.BMP,19,89,"89, 148, 78, 196, 280",False,False
19__M_Left_thumb_finger_CR.BMP,19,19,"19, 223, 248, 23, 188",True,True
19__M_Left_thumb_finger_Obl.BMP,19,19,"19, 223, 248, 23, 188",True,True
19__M_Left_thumb_finger_Zcut.BMP,19,19,"19, 223, 248, 23, 188",True,True
19__M_Right_index_finger_CR.BMP,19,113,"113, 17, 153, 211, 179",False,False
19__M_Right_index_finger_Obl.BMP,19,19,"19, 216, 249, 6, 233",True,True
19__M_Right_index_finger_Zcut.BMP,19,19,"19, 216, 64, 240, 142",True,True
19__M_Right_little_finger_CR.BMP,19,10,"10, 126, 69, 12, 110",False,False
19__M_Right_little_finger_Obl.BMP,19,64,"64, 203, 219, 249, 260",False,False
19__M_Right_little_finger_Zcut.BMP,19,19,"19, 211, 56, 92, 295",True,True
19__M_Right_middle_finger_CR.BMP,19,10,"10, 287, 297, 148, 187",False,False
19__M_Right_middle_finger_Obl.BMP,19,19,"19, 17, 131, 277, 260",True,True
19__M_Right_middle_finger_Zcut.BMP,19,19,"19, 17, 131, 277, 260",True,True
19__M_Right_ring_finger_CR.BMP,19,251,"251, 126, 78, 37, 170",False,False
19__M_Right_ring_finger_Obl.BMP,19,19,"19, 279, 258, 148, 127",True,True
19__M_Right_ring_finger_Zcut.BMP,19,44,"44, 24, 184, 47, 15",False,False
19__M_Right_thumb_finger_CR.BMP,19,19,"19, 267, 231, 132, 123",True,True
19__M_Right_thumb_finger_Obl.BMP,19,19,"19, 267, 231, 123, 132",True,True
19__M_Right_thumb_finger_Zcut.BMP,19,19,"19, 231, 267, 123, 145",True,True
1__M_Left_index_finger_CR.BMP,1,1,"1, 58, 30, 29, 266",True,True
1__M_Left_index_finger_Obl.BMP,1,112,"112, 30, 1, 100, 298",False,True
1__M_Left_index_finger_Zcut.BMP,1,1,"1, 58, 30, 29, 204",True,True
1__M_Left_little_finger_CR.BMP,1,1,"1, 258, 69, 30, 63",True,True
1__M_Left_little_finger_Obl.BMP,1,1,"1, 258, 69, 30, 63",True,True
1__M_Left_little_finger_Zcut.BMP,1,1,"1, 258, 69, 30, 63",True,True
1__M_Left_middle_finger_CR.BMP,1,1,"1, 73, 291, 120, 64",True,True
1__M_Left_middle_finger_Obl.BMP,1,1,"1, 120, 62, 73, 210",True,True
1__M_Left_middle_finger_Zcut.BMP,1,1,"1, 73, 120, 291, 64",True,True
1__M_Left_ring_finger_CR.BMP,1,1,"1, 132, 289, 100, 46",True,True
1__M_Left_ring_finger_Obl.BMP,1,1,"1, 245, 46, 100, 132",True,True
1__M_Left_ring_finger_Zcut.BMP,1,1,"1, 88, 96, 63, 101",True,True
1__M_Left_thumb_finger_CR.BMP,1,1,"1, 194, 25, 128, 51",True,True
1__M_Left_thumb_finger_Obl.BMP,1,98,"98, 54, 245, 90, 89",False,False
1__M_Left_thumb_finger_Zcut.BMP,1,1,"1, 128, 194, 203, 25",True,True
1__M_Right_index_finger_CR.BMP,1,1,"1, 102, 58, 13, 139",True,True
1__M_Right_index_finger_Obl.BMP,1,1,"1, 13, 102, 261, 277",True,True
1__M_Right_index_finger_Zcut.BMP,1,1,"1, 102, 58, 13, 261",True,True
1__M_Right_little_finger_CR.BMP,1,1,"1, 74, 124, 93, 54",True,True
1__M_Right_little_finger_Obl.BMP,1,1,"1, 74, 124, 93, 54",True,True
1__M_Right_little_finger_Zcut.BMP,1,1,"1, 74, 124, 93, 54",True,True
1__M_Right_middle_finger_CR.BMP,1,1,"1, 164, 83, 119, 216",True,True
